time,loc,vehicle,fare,disc,drivers
12:06:57,29,19ft,3101,0.0,0
12:07:12,30,2 Wheeler,78,6.0,8
12:07:12,30,3 Wheeler,323,0.0,8
12:07:12,30,Tata Ace,469,0.0,8
12:07:12,30,Eeco,375,0.0,5
12:07:12,30,Pickup 8ft,668,0.0,8
12:07:12,30,E Loader,291,0.0,8
12:07:12,30,10ft,997,0.0,6
12:07:12,30,14ft (Closed),1641,0.0,1
12:07:12,30,14ft,1813,0.0,8
12:07:12,30,14ft (Open),1813,0.0,8
12:07:12,30,17ft,2211,0.0,0
12:07:12,30,19ft,3111,0.0,1
12:07:26,31,2 Wheeler,85,7.0,8
12:07:26,31,3 Wheeler,323,0.0,8
12:07:26,31,Tata Ace,532,0.0,5
12:07:26,31,Eeco,386,0.0,6
12:07:26,31,Pickup 8ft,683,0.0,3
12:07:26,31,E Loader,298,0.0,1
12:07:26,31,10ft,1214,0.0,2
12:07:26,31,14ft (Closed),2164,0.0,0
12:07:26,31,14ft,2340,0.0,0
12:07:26,31,14ft (Open),2340,0.0,0
12:07:26,31,17ft,2938,0.0,0
12:07:26,31,19ft,3266,0.0,0
12:07:42,32,2 Wheeler,90,7.0,8
12:07:42,32,3 Wheeler,354,0.0,8
12:07:42,32,Tata Ace,516,0.0,8
12:07:42,32,Eeco,414,0.0,8
12:07:42,32,Pickup 8ft,726,0.0,8
12:07:42,32,E Loader,319,0.0,2
12:07:42,32,10ft,1061,0.0,8
12:07:42,32,14ft (Closed),1730,0.0,0
12:07:42,32,14ft,1921,0.0,1
12:07:42,32,14ft (Open),1921,0.0,1
12:07:42,32,17ft,2227,0.0,0
12:07:42,32,19ft,3127,0.0,0
12:07:55,33,2 Wheeler,86,7.0,8
12:07:55,33,3 Wheeler,323,0.0,8
12:07:55,33,Tata Ace,481,0.0,8
12:07:55,33,Eeco,385,0.0,8
12:07:55,33,Pickup 8ft,683,0.0,8
12:07:55,33,E Loader,298,0.0,5
12:07:55,33,10ft,1414,0.0,8
12:07:55,33,14ft (Closed),2665,0.0,0
12:07:55,33,14ft,2842,0.0,1
12:07:55,33,14ft (Open),2842,0.0,1
12:07:55,33,17ft,3436,0.0,1
12:07:55,33,19ft,3114,0.0,0
12:08:08,34,2 Wheeler,90,7.0,8
12:08:08,34,3 Wheeler,357,0.0,8
12:08:08,34,Tata Ace,518,0.0,8
12:08:08,34,Eeco,417,0.0,2
12:08:08,34,Pickup 8ft,729,0.0,8
12:08:08,34,E Loader,322,0.0,8
12:08:08,34,10ft,1065,0.0,5
12:08:08,34,14ft (Closed),1732,0.0,2
12:08:08,34,14ft,1924,0.0,7
12:08:08,34,14ft (Open),1924,0.0,5
12:08:08,34,17ft,2231,0.0,0
12:08:08,34,19ft,3131,0.0,0
12:08:22,35,2 Wheeler,88,7.0,8
12:08:22,35,3 Wheeler,346,0.0,8
12:08:22,35,Tata Ace,506,0.0,8
12:08:22,35,Eeco,406,0.0,4
12:08:22,35,Pickup 8ft,715,0.0,8
12:08:22,35,E Loader,312,0.0,6
12:08:22,35,10ft,1048,0.0,5
12:08:22,35,14ft (Closed),1714,0.0,1
12:08:22,35,14ft,1902,0.0,1
12:08:22,35,14ft (Open),1902,0.0,0
12:08:22,35,17ft,2221,0.0,0
12:08:22,35,19ft,3121,0.0,0
12:08:36,36,2 Wheeler,86,7.0,8
12:08:36,36,3 Wheeler,340,0.0,8
12:08:36,36,Tata Ace,498,0.0,8
12:08:36,36,Eeco,398,0.0,4
12:08:36,36,Pickup 8ft,704,0.0,8
12:08:36,36,E Loader,306,0.0,5
12:08:36,36,10ft,1036,0.0,5
12:08:36,36,14ft (Closed),1698,0.0,1
12:08:36,36,14ft,1884,0.0,1
12:08:36,36,14ft (Open),1884,0.0,0
12:08:36,36,17ft,2217,0.0,0
12:08:36,36,19ft,3117,0.0,0
12:08:51,37,2 Wheeler,82,7.0,8
12:08:51,37,3 Wheeler,326,0.0,8
12:08:51,37,Tata Ace,479,0.0,8
12:08:51,37,Eeco,382,0.0,5
12:08:51,37,Pickup 8ft,683,0.0,8
12:08:51,37,E Loader,293,0.0,7
12:08:51,37,10ft,1011,0.0,6
12:08:51,37,14ft (Closed),1669,0.0,2
12:08:51,37,14ft,1848,0.0,4
12:08:51,37,14ft (Open),1848,0.0,2
12:08:51,37,17ft,2205,0.0,0
12:08:51,37,19ft,3105,0.0,0
12:09:05,38,2 Wheeler,88,7.0,8
12:09:05,38,3 Wheeler,349,0.0,8
12:09:05,38,Tata Ace,557,0.0,8
12:09:05,38,Eeco,407,0.0,4
12:09:05,38,Pickup 8ft,714,0.0,8
12:09:05,38,E Loader,315,0.0,6
12:09:05,38,10ft,1048,0.0,5
12:09:05,38,14ft (Closed),1709,0.0,1
12:09:05,38,14ft,1895,0.0,1
12:09:05,38,14ft (Open),1895,0.0,0
12:09:05,38,17ft,2227,0.0,0
12:09:05,38,19ft,3127,0.0,0
12:09:20,39,2 Wheeler,83,7.0,8
12:09:20,39,3 Wheeler,329,0.0,8
12:09:20,39,Tata Ace,482,0.0,8
12:09:20,39,Eeco,385,0.0,1
12:09:20,39,Pickup 8ft,686,0.0,8
12:09:20,39,E Loader,296,0.0,4
12:09:20,39,10ft,1015,0.0,5
12:09:20,39,14ft (Closed),1673,0.0,3
12:09:20,39,14ft,1853,0.0,8
12:09:20,39,14ft (Open),1853,0.0,6
12:09:20,39,17ft,2208,0.0,1
12:09:20,39,19ft,3108,0.0,0
12:09:35,40,2 Wheeler,85,7.0,8
12:09:35,40,3 Wheeler,328,0.0,8
12:09:35,40,Tata Ace,486,0.0,8
12:09:35,40,Eeco,387,0.0,8
12:09:35,40,Pickup 8ft,694,0.0,8
12:09:35,40,E Loader,294,0.0,2
12:09:35,40,10ft,1246,0.0,8
12:09:35,40,14ft (Closed),1916,0.0,3
12:09:35,40,14ft,2101,0.0,8
12:09:35,40,14ft (Open),2101,0.0,7
12:09:35,40,17ft,2423,0.0,1
12:09:35,40,19ft,3323,0.0,2
12:09:48,41,2 Wheeler,114,9.0,8
12:09:48,41,3 Wheeler,340,0.0,8
12:09:48,41,Tata Ace,503,0.0,8
12:09:48,41,Eeco,405,0.0,3
12:09:48,41,Pickup 8ft,669,0.0,8
12:09:48,41,E Loader,313,0.0,5
12:09:48,41,10ft,1244,0.0,8
12:09:48,41,14ft (Closed),2201,0.0,7
12:09:48,41,14ft,2385,0.0,8
12:09:48,41,14ft (Open),2385,0.0,4
12:09:48,41,17ft,2728,0.0,5
12:09:48,41,19ft,3128,0.0,0
12:10:02,42,2 Wheeler,85,7.0,8
12:10:02,42,3 Wheeler,339,0.0,8
12:10:02,42,Tata Ace,494,0.0,8
12:10:02,42,Eeco,396,0.0,2
12:10:02,42,Pickup 8ft,699,0.0,8
12:10:02,42,E Loader,306,0.0,7
12:10:02,42,10ft,1032,0.0,5
12:10:02,42,14ft (Closed),1689,0.0,0
12:10:02,42,14ft,1872,0.0,5
12:10:02,42,14ft (Open),1872,0.0,5
12:10:02,42,17ft,2219,0.0,1
12:10:02,42,19ft,3119,0.0,0
12:10:18,43,2 Wheeler,116,10.0,8
12:10:18,43,3 Wheeler,351,0.0,8
12:10:18,43,Tata Ace,560,0.0,8
12:10:18,43,Eeco,410,0.0,8
12:10:18,43,Pickup 8ft,718,0.0,8
12:10:18,43,E Loader,317,0.0,2
12:10:18,43,10ft,1253,0.0,7
12:10:18,43,14ft (Closed),2216,0.0,0
12:10:18,43,14ft,2404,0.0,0
12:10:18,43,14ft (Open),2404,0.0,0
12:10:18,43,17ft,2728,0.0,0
12:10:18,43,19ft,3128,0.0,0
12:10:31,44,2 Wheeler,92,7.0,8
12:10:31,44,3 Wheeler,334,0.0,7
12:10:31,44,Tata Ace,548,0.0,7
12:10:31,44,Eeco,400,0.0,7
12:10:31,44,Pickup 8ft,705,0.0,2
12:10:31,44,E Loader,308,0.0,2
12:10:31,44,10ft,1237,0.0,3
12:10:31,44,14ft (Closed),2198,0.0,0
12:10:31,44,14ft,2383,0.0,0
12:10:31,44,14ft (Open),2383,0.0,0
12:10:31,44,17ft,2941,0.0,0
12:10:31,44,19ft,3269,0.0,0
12:10:44,45,2 Wheeler,87,7.0,8
12:10:44,45,3 Wheeler,342,0.0,8
12:10:44,45,Tata Ace,500,0.0,8
12:10:44,45,Eeco,401,0.0,4
12:10:44,45,Pickup 8ft,707,0.0,8
12:10:44,45,E Loader,308,0.0,3
12:10:44,45,10ft,1040,0.0,8
12:10:44,45,14ft (Closed),1703,0.0,0
12:10:44,45,14ft,1889,0.0,1
12:10:44,45,14ft (Open),1889,0.0,1
12:10:44,45,17ft,2219,0.0,0
12:10:44,45,19ft,3119,0.0,0
12:10:59,46,2 Wheeler,138,11.0,8
12:10:59,46,3 Wheeler,492,0.0,8
12:10:59,46,Tata Ace,692,0.0,8
12:10:59,46,Eeco,567,0.0,8
12:10:59,46,Pickup 8ft,936,0.0,8
12:10:59,46,E Loader,438,0.0,6
12:10:59,46,10ft,1302,0.0,8
12:10:59,46,14ft (Closed),2039,0.0,4
12:10:59,46,14ft,2294,0.0,6
12:10:59,46,14ft (Open),2294,0.0,2
12:10:59,46,17ft,2432,0.0,1
12:10:59,46,19ft,3349,0.0,1
12:11:15,47,2 Wheeler,93,8.0,8
12:11:15,47,3 Wheeler,359,0.0,8
12:11:15,47,Tata Ace,525,0.0,8
12:11:15,47,Eeco,421,0.0,1
12:11:15,47,Pickup 8ft,738,0.0,8
12:11:15,47,E Loader,323,0.0,4
12:11:15,47,10ft,1073,0.0,6
12:11:15,47,14ft (Closed),1750,0.0,3
12:11:15,47,14ft,1946,0.0,8
12:11:15,47,14ft (Open),1946,0.0,6
12:11:15,47,17ft,2226,0.0,1
12:11:15,47,19ft,3126,0.0,0
12:11:28,48,2 Wheeler,74,6.0,8
12:11:28,48,3 Wheeler,317,0.0,8
12:11:28,48,Tata Ace,459,0.0,8
12:11:28,48,Eeco,366,0.0,8
12:11:28,48,Pickup 8ft,654,0.0,8
12:11:28,48,E Loader,286,0.0,0
12:11:28,48,10ft,983,0.0,8
12:11:28,48,14ft (Closed),1619,0.0,4
12:11:28,48,14ft,1785,0.0,8
12:11:28,48,14ft (Open),1785,0.0,6
12:11:28,48,17ft,2211,0.0,1
12:11:28,48,19ft,3111,0.0,1
12:11:43,49,2 Wheeler,94,8.0,8
12:11:43,49,3 Wheeler,361,0.0,8
12:11:43,49,Tata Ace,530,0.0,8
12:11:43,49,Eeco,425,0.0,6
12:11:43,49,Pickup 8ft,745,0.0,8
12:11:43,49,E Loader,325,0.0,5
12:11:43,49,10ft,1081,0.0,3
12:11:43,49,14ft (Closed),1763,0.0,2
12:11:43,49,14ft,1962,0.0,3
12:11:43,49,14ft (Open),1962,0.0,1
12:11:43,49,17ft,2226,0.0,0
12:11:43,49,19ft,3126,0.0,0
12:11:57,50,2 Wheeler,130,11.0,8
12:11:57,50,3 Wheeler,363,0.0,8
12:11:57,50,Tata Ace,535,0.0,6
12:11:57,50,Eeco,432,0.0,0
12:11:57,50,Pickup 8ft,748,0.0,4
12:11:57,50,E Loader,334,0.0,1
12:11:57,50,10ft,1487,0.0,1
12:11:57,50,14ft (Closed),2759,0.0,5
12:11:57,50,14ft,2956,0.0,8
12:11:57,50,14ft (Open),2956,0.0,5
12:11:57,50,17ft,3242,0.0,1
12:11:57,50,19ft,3142,0.0,0
12:12:12,51,2 Wheeler,134,11.0,8
12:12:12,51,3 Wheeler,426,0.0,8
12:12:12,51,Tata Ace,676,0.0,8
12:12:12,51,Eeco,505,0.0,8
12:12:12,51,Pickup 8ft,863,0.0,8
12:12:12,51,E Loader,384,0.0,3
12:12:12,51,10ft,1412,0.0,8
12:12:12,51,14ft (Closed),2442,0.0,0
12:12:12,51,14ft,2681,0.0,1
12:12:12,51,14ft (Open),2681,0.0,1
12:12:12,51,17ft,3042,0.0,1
12:12:12,51,19ft,3218,0.0,0
12:12:26,52,2 Wheeler,86,7.0,8
12:12:26,52,3 Wheeler,343,0.0,8
12:12:26,52,Tata Ace,506,0.0,8
12:12:26,52,Eeco,408,0.0,1
12:12:26,52,Pickup 8ft,668,0.0,8
12:12:26,52,E Loader,467,0.0,7
